wavname,start,end
./wavs/garb/en/LibriSpeech/train-clean-360/6538/81858/6538-81858-0000.flac,24468,49683
./wavs/garb/en/LibriSpeech/train-clean-360/1456/136846/1456-136846-0009.flac,63855,72483
./wavs/garb/cn/data_thchs30/train/C4_601.wav,105614,158037
./wavs/garb/cn/data_thchs30/data/B8_290.wav,77054,145176
./wavs/garb/cn/data_thchs30/train/A6_142.wav,13935,59239
./wavs/garb/en/LibriSpeech/train-clean-360/8545/287671/8545-287671-0060.flac,79973,128218
./wavs/garb/en/LibriSpeech/train-clean-360/8075/279233/8075-279233-0035.flac,137322,165776
./wavs/garb/cn/data_thchs30/data/D31_952.wav,52619,110587
./wavs/garb/en/LibriSpeech/train-clean-360/93/123172/93-123172-0009.flac,101273,137361
./wavs/garb/en/LibriSpeech/train-clean-100/3526/175658/3526-175658-0034.flac,168807,235702
./wavs/garb/en/LibriSpeech/train-clean-360/9026/282386/9026-282386-0003.flac,171856,231429
./wavs/garb/en/LibriSpeech/train-clean-360/1639/133290/1639-133290-0052.flac,130140,194315
./wavs/garb/en/LibriSpeech/train-clean-360/7384/84010/7384-84010-0015.flac,111859,141635
./wavs/garb/en/LibriSpeech/train-clean-360/2787/157400/2787-157400-0030.flac,139942,165135
./wavs/garb/cn/data_thchs30/data/A23_82.wav,119923,146554
./wavs/garb/en/LibriSpeech/train-clean-360/204/287139/204-287139-0035.flac,163811,196274
./wavs/garb/cn/data_thchs30/train/A13_184.wav,82337,135546
./wavs/garb/cn/data_thchs30/data/C13_595.wav,8723,56461
./wavs/garb/en/LibriSpeech/train-clean-360/3258/169291/3258-169291-0089.flac,91887,143059
./wavs/garb/en/LibriSpeech/train-clean-100/7780/274562/7780-274562-0075.flac,220829,265377
./wavs/garb/cn/data_thchs30/test/D11_844.wav,87307,109976
./wavs/garb/en/LibriSpeech/train-clean-360/3215/5764/3215-5764-0001.flac,176183,234159
./wavs/garb/cn/data_thchs30/data/C23_569.wav,53498,79586
./wavs/garb/en/LibriSpeech/train-clean-360/1987/144135/1987-144135-0086.flac,106412,152620
./wavs/garb/en/LibriSpeech/train-clean-360/8421/283462/8421-283462-0081.flac,116544,212040
./wavs/garb/cn/data_thchs30/test/D12_935.wav,5991,116880
./wavs/garb/cn/data_thchs30/test/D21_855.wav,102836,144038
./wavs/garb/en/LibriSpeech/train-clean-360/7739/8592/7739-8592-0042.flac,144819,224042
./wavs/garb/cn/data_thchs30/data/A22_110.wav,65539,99603
./wavs/garb/en/LibriSpeech/train-clean-360/4592/22179/4592-22179-0035.flac,136006,155000
./wavs/garb/cn/data_thchs30/train/C20_571.wav,106387,179004
./wavs/garb/en/LibriSpeech/train-clean-360/7553/101289/7553-101289-0058.flac,98941,133261
./wavs/garb/en/LibriSpeech/train-clean-360/2060/150855/2060-150855-0035.flac,80193,152931
./wavs/garb/en/LibriSpeech/train-clean-100/412/126975/412-126975-0073.flac,141733,157944
./wavs/garb/en/LibriSpeech/train-clean-360/4331/57179/4331-57179-0019.flac,126357,197233
./wavs/garb/cn/data_thchs30/train/C23_634.wav,97790,129076
./wavs/garb/cn/data_thchs30/train/B32_379.wav,60264,94836
./wavs/garb/en/LibriSpeech/train-clean-100/2092/145706/2092-145706-0069.flac,120560,165087
./wavs/garb/cn/data_thchs30/data/B31_458.wav,95938,167402
./wavs/garb/en/LibriSpeech/train-clean-100/2384/152900/2384-152900-0070.flac,62411,127143
./wavs/garb/en/LibriSpeech/train-clean-360/716/129581/716-129581-0022.flac,159828,234981
./wavs/garb/en/LibriSpeech/train-clean-360/7495/252341/7495-252341-0018.flac,113287,150227
./wavs/garb/en/LibriSpeech/train-clean-360/8459/285137/8459-285137-0017.flac,3230,27034
./wavs/garb/en/LibriSpeech/train-clean-360/7169/89735/7169-89735-0037.flac,87553,143865
./wavs/garb/en/LibriSpeech/train-clean-360/7802/104398/7802-104398-0028.flac,47869,108119
./wavs/garb/en/LibriSpeech/train-clean-360/323/126408/323-126408-0086.flac,52378,57937
./wavs/garb/cn/data_thchs30/test/D13_807.wav,80588,138210
./wavs/garb/en/LibriSpeech/train-clean-360/5740/39910/5740-39910-0008.flac,147416,182442
./wavs/garb/cn/data_thchs30/train/C14_520.wav,100577,133472
./wavs/garb/en/LibriSpeech/train-clean-100/5390/30102/5390-30102-0027.flac,130459,161421
./wavs/garb/cn/data_thchs30/data/D31_928.wav,5916,42203
./wavs/garb/cn/data_thchs30/data/D31_817.wav,10003,72643
./wavs/garb/en/LibriSpeech/train-clean-100/3879/174923/3879-174923-0034.flac,153963,186732
./wavs/garb/en/LibriSpeech/train-clean-360/3046/137739/3046-137739-0007.flac,137027,236685
./wavs/garb/en/LibriSpeech/train-clean-360/7569/102240/7569-102240-0059.flac,72175,172056
./wavs/garb/en/LibriSpeech/train-clean-100/2196/170379/2196-170379-0018.flac,64990,108395
./wavs/garb/en/LibriSpeech/train-clean-360/836/131106/836-131106-0021.flac,129022,219786
./wavs/garb/en/LibriSpeech/train-clean-360/7520/258954/7520-258954-0016.flac,101515,134512
./wavs/garb/cn/data_thchs30/data/A34_154.wav,40903,68315
./wavs/garb/en/LibriSpeech/train-clean-360/5401/102526/5401-102526-0018.flac,76679,85663
./wavs/garb/en/LibriSpeech/train-clean-360/4363/11049/4363-11049-0021.flac,7641,53017
./wavs/garb/en/LibriSpeech/train-clean-100/6181/216552/6181-216552-0101.flac,47366,95516
./wavs/garb/cn/data_thchs30/test/D13_910.wav,47627,64854
./wavs/garb/en/LibriSpeech/train-clean-360/1482/140072/1482-140072-0011.flac,82301,137494
./wavs/garb/cn/data_thchs30/train/A22_54.wav,53137,86000
./wavs/garb/en/LibriSpeech/train-clean-360/3082/165428/3082-165428-0058.flac,70783,119371
./wavs/garb/en/LibriSpeech/train-clean-360/3389/13247/3389-13247-0008.flac,34022,54705
./wavs/garb/en/LibriSpeech/train-clean-360/2815/160188/2815-160188-0039.flac,2583,26302
./wavs/garb/en/LibriSpeech/train-clean-360/3781/156973/3781-156973-0016.flac,118632,209030
./wavs/garb/en/LibriSpeech/train-clean-360/8635/295756/8635-295756-0023.flac,136606,167333
./wavs/garb/en/LibriSpeech/train-clean-360/1472/139797/1472-139797-0034.flac,127991,195730
./wavs/garb/en/LibriSpeech/train-clean-100/4397/15666/4397-15666-0002.flac,61377,185411
./wavs/garb/en/LibriSpeech/train-clean-360/4535/279852/4535-279852-0021.flac,5778,45182
./wavs/garb/en/LibriSpeech/train-clean-360/7398/98877/7398-98877-0027.flac,135240,200887
./wavs/garb/cn/data_thchs30/train/C20_647.wav,64051,122454
./wavs/garb/en/LibriSpeech/train-clean-360/5266/41151/5266-41151-0053.flac,121301,144925
./wavs/garb/cn/data_thchs30/train/B31_346.wav,117837,169953
./wavs/garb/cn/data_thchs30/train/B4_442.wav,80790,121509
./wavs/garb/en/LibriSpeech/train-clean-360/2774/131722/2774-131722-0095.flac,10383,29599
./wavs/garb/en/LibriSpeech/train-clean-360/5746/48362/5746-48362-0060.flac,174534,250372
./wavs/garb/en/LibriSpeech/train-clean-360/6895/96175/6895-96175-0023.flac,108663,215937
./wavs/garb/en/LibriSpeech/train-clean-360/7313/91072/7313-91072-0083.flac,134419,169562
./wavs/garb/en/LibriSpeech/train-clean-100/8226/274371/8226-274371-0026.flac,108064,144853
./wavs/garb/cn/data_thchs30/train/C7_649.wav,50628,81156
./wavs/garb/cn/data_thchs30/data/D32_928.wav,71130,124456
./wavs/garb/cn/data_thchs30/train/C31_542.wav,12852,74650
./wavs/garb/en/LibriSpeech/train-clean-360/8222/274379/8222-274379-0013.flac,93474,120800
./wavs/garb/en/LibriSpeech/train-clean-360/2673/156474/2673-156474-0007.flac,73515,133098
./wavs/garb/cn/data_thchs30/data/B6_352.wav,5270,45732
./wavs/garb/en/LibriSpeech/train-clean-360/984/137154/984-137154-0016.flac,94805,137686
./wavs/garb/en/LibriSpeech/train-clean-360/5618/48830/5618-48830-0059.flac,145758,171257
./wavs/garb/cn/data_thchs30/data/B31_311.wav,71905,135768
./wavs/garb/cn/data_thchs30/test/D12_764.wav,54195,96664
./wavs/garb/en/LibriSpeech/train-clean-360/3733/140718/3733-140718-0020.flac,118521,191590
./wavs/garb/en/LibriSpeech/train-clean-360/3551/7894/3551-7894-0008.flac,165762,209363
./wavs/garb/cn/data_thchs30/test/D8_867.wav,72876,101879
./wavs/garb/en/LibriSpeech/train-clean-360/1052/139307/1052-139307-0014.flac,77236,157440
./wavs/garb/en/LibriSpeech/train-clean-360/3994/156757/3994-156757-0031.flac,175783,213828
./wavs/garb/cn/data_thchs30/train/B31_363.wav,21692,94060
./wavs/garb/en/LibriSpeech/train-clean-360/192/128345/192-128345-0045.flac,122060,136514
./wavs/garb/en/LibriSpeech/train-clean-360/3923/174992/3923-174992-0040.flac,99246,124543
./wavs/garb/en/LibriSpeech/train-clean-360/6694/70837/6694-70837-0007.flac,4097,79752
./wavs/garb/en/LibriSpeech/train-clean-360/1027/125140/1027-125140-0030.flac,129677,186710
./wavs/garb/en/LibriSpeech/train-clean-360/2056/143893/2056-143893-0037.flac,80627,146274
./wavs/garb/en/LibriSpeech/train-clean-360/90/121085/90-121085-0088.flac,137593,226666
./wavs/garb/en/LibriSpeech/train-clean-360/2512/157242/2512-157242-0041.flac,40862,93468
./wavs/garb/cn/data_thchs30/train/B22_365.wav,21392,96048
./wavs/garb/cn/data_thchs30/data/C12_616.wav,18688,80082
./wavs/garb/en/LibriSpeech/train-clean-360/1845/145083/1845-145083-0013.flac,95776,168080
./wavs/garb/en/LibriSpeech/train-clean-360/1322/137588/1322-137588-0015.flac,58876,69582
./wavs/garb/en/LibriSpeech/train-clean-360/3224/167024/3224-167024-0018.flac,74832,128214
./wavs/garb/cn/data_thchs30/data/A8_183.wav,85280,174110
./wavs/garb/en/LibriSpeech/train-clean-360/6395/87997/6395-87997-0014.flac,8003,72994
./wavs/garb/cn/data_thchs30/train/A23_81.wav,53559,100950
./wavs/garb/cn/data_thchs30/data/C13_580.wav,90948,130630
./wavs/garb/cn/data_thchs30/data/C20_744.wav,42869,83457
./wavs/garb/en/LibriSpeech/train-clean-360/2674/155968/2674-155968-0086.flac,4218,38375
./wavs/garb/cn/data_thchs30/train/B8_316.wav,33347,65108
./wavs/garb/cn/data_thchs30/train/C20_716.wav,60811,114235
./wavs/garb/cn/data_thchs30/train/A13_168.wav,61697,128300
./wavs/garb/en/LibriSpeech/train-clean-360/6308/68358/6308-68358-0010.flac,65442,122376
./wavs/garb/en/LibriSpeech/train-clean-360/2162/181961/2162-181961-0015.flac,8155,25391
./wavs/garb/cn/data_thchs30/dev/B8_478.wav,9022,56577
./wavs/garb/en/LibriSpeech/train-clean-100/3486/166424/3486-166424-0031.flac,71023,151854
./wavs/garb/en/LibriSpeech/train-clean-360/1349/135891/1349-135891-0016.flac,87032,95807
./wavs/garb/en/LibriSpeech/train-clean-360/7538/100044/7538-100044-0000.flac,219888,243078
./wavs/garb/cn/data_thchs30/train/C18_618.wav,124648,170845
./wavs/garb/en/LibriSpeech/train-clean-360/949/138545/949-138545-0029.flac,93801,181053
./wavs/garb/en/LibriSpeech/train-clean-360/6904/262291/6904-262291-0045.flac,158337,168980
./wavs/garb/en/LibriSpeech/train-clean-360/593/126928/593-126928-0023.flac,94835,172892
./wavs/garb/en/LibriSpeech/train-clean-100/78/369/78-369-0030.flac,92543,148239
./wavs/garb/cn/data_thchs30/train/A11_38.wav,12918,51988
./wavs/garb/en/LibriSpeech/train-clean-100/311/124404/311-124404-0066.flac,83019,115229
./wavs/garb/cn/data_thchs30/train/A22_234.wav,61343,161682
./wavs/garb/cn/data_thchs30/data/B32_374.wav,104167,172991
./wavs/garb/en/LibriSpeech/train-clean-360/667/105002/667-105002-0020.flac,150965,179281
./wavs/garb/en/LibriSpeech/train-clean-100/7226/86964/7226-86964-0042.flac,125871,189488
./wavs/garb/en/LibriSpeech/train-clean-360/7881/105574/7881-105574-0020.flac,48413,105358
./wavs/garb/en/LibriSpeech/train-clean-360/8677/246948/8677-246948-0016.flac,99759,181135
./wavs/garb/cn/data_thchs30/data/D11_837.wav,73562,134013
./wavs/garb/en/LibriSpeech/train-clean-360/2427/154697/2427-154697-0011.flac,104054,132714
./wavs/garb/en/LibriSpeech/train-clean-360/3869/700/3869-700-0040.flac,112784,136751
./wavs/garb/en/LibriSpeech/train-clean-360/126/122467/126-122467-0044.flac,123210,161000
./wavs/garb/en/LibriSpeech/train-clean-100/1069/133699/1069-133699-0003.flac,117528,173074
./wavs/garb/cn/data_thchs30/data/B32_419.wav,82347,135554
./wavs/garb/en/LibriSpeech/train-clean-360/115/122944/115-122944-0016.flac,200574,239914
./wavs/garb/en/LibriSpeech/train-clean-360/4519/80189/4519-80189-0036.flac,134743,162936
./wavs/garb/en/LibriSpeech/train-clean-100/7517/100429/7517-100429-0002.flac,82860,180824
./wavs/garb/cn/data_thchs30/train/A4_1.wav,8030,35721
./wavs/garb/en/LibriSpeech/train-clean-100/5322/7678/5322-7678-0024.flac,117364,176873
./wavs/garb/en/LibriSpeech/train-clean-360/2127/138047/2127-138047-0050.flac,107518,205388
./wavs/garb/en/LibriSpeech/train-clean-360/4586/61758/4586-61758-0033.flac,135755,184444
./wavs/garb/en/LibriSpeech/train-clean-360/7833/102239/7833-102239-0060.flac,138597,213347
./wavs/garb/en/LibriSpeech/train-clean-100/1963/147036/1963-147036-0005.flac,98722,115368
./wavs/garb/en/LibriSpeech/train-clean-360/6294/85684/6294-85684-0016.flac,95059,156099
./wavs/garb/cn/data_thchs30/train/C13_563.wav,88398,121058
./wavs/garb/cn/data_thchs30/data/B2_433.wav,10448,67218
./wavs/garb/cn/data_thchs30/train/C14_622.wav,86652,134284
./wavs/garb/en/LibriSpeech/train-clean-100/125/121124/125-121124-0067.flac,8497,31402
./wavs/garb/en/LibriSpeech/train-clean-360/2149/36146/2149-36146-0027.flac,147770,203437
./wavs/garb/cn/data_thchs30/train/A14_239.wav,28235,76211
./wavs/garb/en/LibriSpeech/train-clean-360/3825/134160/3825-134160-0055.flac,41672,91701
./wavs/garb/en/LibriSpeech/train-clean-360/8300/275128/8300-275128-0027.flac,108967,138650
./wavs/garb/en/LibriSpeech/train-clean-360/699/132864/699-132864-0040.flac,117625,142081
./wavs/garb/cn/data_thchs30/train/C8_519.wav,106503,160900
./wavs/garb/en/LibriSpeech/train-clean-360/510/130560/510-130560-0004.flac,142001,172844
./wavs/garb/en/LibriSpeech/train-clean-360/6574/120583/6574-120583-0023.flac,23638,74545
./wavs/garb/en/LibriSpeech/train-clean-100/7113/86041/7113-86041-0086.flac,141173,206762
./wavs/garb/en/LibriSpeech/train-clean-360/2992/164100/2992-164100-0030.flac,105085,147120
./wavs/garb/en/LibriSpeech/train-clean-100/198/209/198-209-0003.flac,132777,178433
./wavs/garb/en/LibriSpeech/train-clean-100/7367/86737/7367-86737-0065.flac,119769,169112
./wavs/garb/en/LibriSpeech/train-clean-360/612/121760/612-121760-0040.flac,171557,228179
./wavs/garb/en/LibriSpeech/train-clean-360/2815/160188/2815-160188-0029.flac,64656,108183
./wavs/garb/cn/data_thchs30/train/A34_101.wav,84645,149568
./wavs/garb/en/LibriSpeech/train-clean-360/3703/73732/3703-73732-0008.flac,145391,180761
./wavs/garb/en/LibriSpeech/train-clean-100/1246/124548/1246-124548-0024.flac,5020,43069
./wavs/garb/cn/data_thchs30/data/A4_244.wav,11435,75413
./wavs/garb/cn/data_thchs30/data/B2_487.wav,41200,62178
./wavs/garb/cn/data_thchs30/train/A19_201.wav,8626,56766
./wavs/garb/cn/data_thchs30/data/B31_377.wav,13924,70200
./wavs/garb/en/LibriSpeech/train-clean-100/3242/67153/3242-67153-0031.flac,83877,132357
./wavs/garb/cn/data_thchs30/dev/C4_515.wav,101271,149624
./wavs/garb/cn/data_thchs30/test/D13_955.wav,70522,93821
./wavs/garb/en/LibriSpeech/train-clean-360/6788/96241/6788-96241-0003.flac,140662,180221
./wavs/garb/en/LibriSpeech/train-clean-360/6188/73024/6188-73024-0045.flac,112885,174681
./wavs/garb/en/LibriSpeech/train-clean-100/4898/28461/4898-28461-0018.flac,132378,174023
./wavs/garb/en/LibriSpeech/train-clean-360/5588/68192/5588-68192-0021.flac,153910,203314
./wavs/garb/en/LibriSpeech/train-clean-360/2401/144485/2401-144485-0041.flac,181835,213654
./wavs/garb/cn/data_thchs30/train/A36_15.wav,97491,144090
./wavs/garb/en/LibriSpeech/train-clean-360/2775/160958/2775-160958-0063.flac,129582,165601
./wavs/garb/en/LibriSpeech/train-clean-100/302/123523/302-123523-0024.flac,123117,178340
./wavs/garb/cn/data_thchs30/data/A36_106.wav,53719,139511
./wavs/garb/en/LibriSpeech/train-clean-100/2007/149877/2007-149877-0055.flac,125599,172418
./wavs/garb/en/LibriSpeech/train-clean-100/3947/13262/3947-13262-0051.flac,149422,261526
./wavs/garb/en/LibriSpeech/train-clean-360/1487/133273/1487-133273-0084.flac,126172,214122
./wavs/garb/en/LibriSpeech/train-clean-360/4734/220951/4734-220951-0039.flac,65577,106440
./wavs/garb/en/LibriSpeech/train-clean-360/4926/23311/4926-23311-0039.flac,133322,183211
./wavs/garb/cn/data_thchs30/data/B8_337.wav,88269,111001
./wavs/garb/cn/data_thchs30/train/A19_193.wav,47022,96156
./wavs/garb/en/LibriSpeech/train-clean-360/2404/141242/2404-141242-0051.flac,107401,140022
./wavs/garb/en/LibriSpeech/train-clean-100/8226/274369/8226-274369-0028.flac,107429,159160
./wavs/garb/en/LibriSpeech/train-clean-360/8879/300234/8879-300234-0014.flac,134872,178544
./wavs/garb/cn/data_thchs30/dev/A34_127.wav,118976,151775
./wavs/garb/en/LibriSpeech/train-clean-360/7932/110056/7932-110056-0002.flac,173640,197712
./wavs/garb/cn/data_thchs30/data/A6_33.wav,49411,83885
./wavs/garb/en/LibriSpeech/train-clean-360/5606/54667/5606-54667-0011.flac,103633,200577
./wavs/garb/cn/data_thchs30/data/B31_272.wav,75967,99701
./wavs/garb/cn/data_thchs30/data/D31_765.wav,31549,69801
./wavs/garb/en/LibriSpeech/train-clean-100/3259/158083/3259-158083-0076.flac,52594,82889
./wavs/garb/en/LibriSpeech/train-clean-360/7437/99249/7437-99249-0022.flac,117643,213455
./wavs/garb/en/LibriSpeech/train-clean-360/5656/44577/5656-44577-0014.flac,39571,141885
./wavs/garb/cn/data_thchs30/train/B32_278.wav,12841,105598
./wavs/garb/en/LibriSpeech/train-clean-360/806/123715/806-123715-0041.flac,154573,185053
./wavs/garb/en/LibriSpeech/train-clean-360/8193/116804/8193-116804-0015.flac,65541,116584
./wavs/garb/cn/data_thchs30/train/C2_536.wav,104808,137719
./wavs/garb/cn/data_thchs30/data/D6_761.wav,43574,76418
./wavs/garb/cn/data_thchs30/dev/C23_572.wav,67275,121506
./wavs/garb/en/LibriSpeech/train-clean-360/1849/144965/1849-144965-0035.flac,58456,128676
./wavs/garb/cn/data_thchs30/data/D31_851.wav,21465,74785
./wavs/garb/en/LibriSpeech/train-clean-360/8421/283462/8421-283462-0042.flac,32296,99592
./wavs/garb/cn/data_thchs30/data/B4_312.wav,60767,95891
./wavs/garb/en/LibriSpeech/train-clean-100/2289/152254/2289-152254-0017.flac,105541,196568
./wavs/garb/cn/data_thchs30/data/C14_644.wav,79485,159646
./wavs/garb/en/LibriSpeech/train-clean-360/16/122827/16-122827-0003.flac,75185,135832
./wavs/garb/en/LibriSpeech/train-clean-360/8820/294113/8820-294113-0028.flac,79223,147875
./wavs/garb/cn/data_thchs30/data/A7_190.wav,47629,76780
./wavs/garb/cn/data_thchs30/train/B7_280.wav,53606,107118
./wavs/garb/en/LibriSpeech/train-clean-360/2628/153958/2628-153958-0010.flac,49366,158352
./wavs/garb/cn/data_thchs30/data/A6_111.wav,77122,120111
./wavs/garb/en/LibriSpeech/train-clean-100/19/227/19-227-0022.flac,126162,156653
./wavs/garb/en/LibriSpeech/train-clean-360/7704/106974/7704-106974-0034.flac,110968,151221
./wavs/garb/en/LibriSpeech/train-clean-360/1513/140222/1513-140222-0071.flac,86517,165294
./wavs/garb/en/LibriSpeech/train-clean-100/2836/5355/2836-5355-0009.flac,196702,259717
./wavs/garb/cn/data_thchs30/train/C18_539.wav,19466,126493
./wavs/garb/en/LibriSpeech/train-clean-360/8742/245708/8742-245708-0018.flac,150142,207988
./wavs/garb/en/LibriSpeech/train-clean-360/5126/27504/5126-27504-0047.flac,52392,79357
./wavs/garb/cn/data_thchs30/train/A7_97.wav,68051,123892
./wavs/garb/cn/data_thchs30/dev/A19_200.wav,61040,82993
./wavs/garb/en/LibriSpeech/train-clean-100/2159/179154/2159-179154-0022.flac,99878,192508
./wavs/garb/en/LibriSpeech/train-clean-360/5190/87791/5190-87791-0052.flac,131873,207677
./wavs/garb/en/LibriSpeech/train-clean-360/5637/41170/5637-41170-0037.flac,121149,237357
./wavs/garb/en/LibriSpeech/train-clean-360/581/126957/581-126957-0002.flac,83971,164908
./wavs/garb/cn/data_thchs30/data/C18_600.wav,82191,133573
./wavs/garb/en/LibriSpeech/train-clean-360/1748/1562/1748-1562-0042.flac,117705,164944
./wavs/garb/en/LibriSpeech/train-clean-360/899/126233/899-126233-0049.flac,98574,156854
./wavs/garb/cn/data_thchs30/train/B15_425.wav,29851,60279
./wavs/garb/cn/data_thchs30/data/C18_669.wav,21313,140171
./wavs/garb/en/LibriSpeech/train-clean-360/1379/130486/1379-130486-0022.flac,140921,186408
./wavs/garb/en/LibriSpeech/train-clean-360/217/122443/217-122443-0081.flac,151860,222342
./wavs/garb/cn/data_thchs30/data/C2_536.wav,70738,99938
./wavs/garb/cn/data_thchs30/train/A32_210.wav,58855,113844
./wavs/garb/en/LibriSpeech/train-clean-360/1845/145083/1845-145083-0023.flac,162391,184341
./wavs/garb/cn/data_thchs30/data/B8_437.wav,124689,160964
./wavs/garb/en/LibriSpeech/train-clean-100/3214/167607/3214-167607-0036.flac,105958,126348
./wavs/garb/cn/data_thchs30/train/C32_579.wav,54402,113925
./wavs/garb/cn/data_thchs30/dev/C32_637.wav,71329,105226
./wavs/garb/cn/data_thchs30/train/A22_233.wav,79705,114560
./wavs/garb/en/LibriSpeech/train-clean-360/8684/293663/8684-293663-0030.flac,55846,96485
./wavs/garb/cn/data_thchs30/data/C6_637.wav,79560,117153
./wavs/garb/cn/data_thchs30/train/A7_193.wav,60223,107829
./wavs/garb/en/LibriSpeech/train-clean-360/6683/63839/6683-63839-0033.flac,129736,189163
./wavs/garb/en/LibriSpeech/train-clean-100/426/122822/426-122822-0019.flac,46677,118847
./wavs/garb/en/LibriSpeech/train-clean-360/3537/5703/3537-5703-0004.flac,87252,135152
./wavs/garb/cn/data_thchs30/data/A4_84.wav,105677,154546
./wavs/garb/en/LibriSpeech/train-clean-360/3493/17615/3493-17615-0000.flac,61400,86321
./wavs/garb/en/LibriSpeech/train-clean-360/3914/10088/3914-10088-0026.flac,112740,156204
./wavs/garb/cn/data_thchs30/data/B15_458.wav,40325,73328
./wavs/garb/cn/data_thchs30/data/B8_367.wav,53363,116090
./wavs/garb/en/LibriSpeech/train-clean-360/1472/142848/1472-142848-0017.flac,119495,189233
./wavs/garb/en/LibriSpeech/train-clean-360/1383/130532/1383-130532-0002.flac,113133,128974
./wavs/garb/cn/data_thchs30/train/B6_418.wav,46621,66141
./wavs/garb/cn/data_thchs30/data/A4_85.wav,121506,176071
./wavs/garb/cn/data_thchs30/train/A34_197.wav,83620,120542
./wavs/garb/en/LibriSpeech/train-clean-360/2638/10172/2638-10172-0065.flac,143846,236235
./wavs/garb/cn/data_thchs30/data/D32_776.wav,15706,69045
./wavs/garb/en/LibriSpeech/train-clean-100/5514/19193/5514-19193-0021.flac,82479,152279
./wavs/garb/en/LibriSpeech/train-clean-360/7169/89735/7169-89735-0015.flac,125851,212399
./wavs/garb/cn/data_thchs30/data/A13_238.wav,26176,79693
./wavs/garb/cn/data_thchs30/train/A12_7.wav,55088,98737
./wavs/garb/en/LibriSpeech/train-clean-360/1958/144503/1958-144503-0041.flac,152717,181582
./wavs/garb/en/LibriSpeech/train-clean-360/1348/135832/1348-135832-0000.flac,29673,59170
./wavs/garb/en/LibriSpeech/train-clean-360/4967/28868/4967-28868-0027.flac,117150,172077
./wavs/garb/en/LibriSpeech/train-clean-100/4853/29413/4853-29413-0027.flac,113799,155695
./wavs/garb/cn/data_thchs30/data/A22_104.wav,31962,71236
./wavs/garb/en/LibriSpeech/train-clean-360/434/132649/434-132649-0025.flac,141303,193949
./wavs/garb/en/LibriSpeech/train-clean-360/4438/48513/4438-48513-0002.flac,34598,137752
./wavs/garb/en/LibriSpeech/train-clean-360/4039/184265/4039-184265-0018.flac,128797,240342
./wavs/garb/en/LibriSpeech/train-clean-100/8465/246940/8465-246940-0012.flac,43547,71763
./wavs/garb/cn/data_thchs30/data/D31_854.wav,13755,79383
./wavs/garb/en/LibriSpeech/train-clean-100/1334/135589/1334-135589-0041.flac,131813,191669
./wavs/garb/en/LibriSpeech/train-clean-360/2920/156230/2920-156230-0041.flac,5894,36149
./wavs/garb/en/LibriSpeech/train-clean-360/8329/279775/8329-279775-0024.flac,107422,174810
./wavs/garb/en/LibriSpeech/train-clean-360/3224/168198/3224-168198-0014.flac,166737,214784
./wavs/garb/en/LibriSpeech/train-clean-360/8605/276939/8605-276939-0029.flac,171037,230452
./wavs/garb/en/LibriSpeech/train-clean-360/2272/152264/2272-152264-0012.flac,143938,166147
./wavs/garb/en/LibriSpeech/train-clean-360/1961/149738/1961-149738-0021.flac,159324,228664
./wavs/garb/en/LibriSpeech/train-clean-360/409/124990/409-124990-0011.flac,140773,175608
./wavs/garb/en/LibriSpeech/train-clean-360/6494/60774/6494-60774-0036.flac,53851,100010
./wavs/garb/cn/data_thchs30/data/A22_35.wav,10647,63551
./wavs/garb/en/LibriSpeech/train-clean-360/6567/53342/6567-53342-0065.flac,138911,183015
./wavs/garb/en/LibriSpeech/train-clean-360/288/131218/288-131218-0042.flac,146510,240479
./wavs/garb/en/LibriSpeech/train-clean-360/5809/51162/5809-51162-0036.flac,141775,183232
./wavs/garb/en/LibriSpeech/train-clean-360/4731/95875/4731-95875-0011.flac,104543,180461
./wavs/garb/en/LibriSpeech/train-clean-360/4590/18004/4590-18004-0020.flac,8811,64981
./wavs/garb/cn/data_thchs30/train/C22_557.wav,84100,112160
./wavs/garb/cn/data_thchs30/train/C19_657.wav,33871,152657
./wavs/garb/en/LibriSpeech/train-clean-360/5909/111961/5909-111961-0018.flac,2605,57493
./wavs/garb/en/LibriSpeech/train-clean-360/6865/95959/6865-95959-0013.flac,3036,117220
./wavs/garb/en/LibriSpeech/train-clean-360/7991/102381/7991-102381-0053.flac,31471,68949
./wavs/garb/en/LibriSpeech/train-clean-360/188/135249/188-135249-0035.flac,116034,164452
./wavs/garb/cn/data_thchs30/train/C32_741.wav,54882,110668
./wavs/garb/en/LibriSpeech/train-clean-360/1800/142858/1800-142858-0022.flac,92278,106456
./wavs/garb/cn/data_thchs30/data/C19_506.wav,49756,123560
./wavs/garb/cn/data_thchs30/train/A2_25.wav,88528,121656
./wavs/garb/en/LibriSpeech/train-clean-100/6367/65536/6367-65536-0024.flac,93604,189596
./wavs/garb/cn/data_thchs30/train/C22_507.wav,14666,114642
./wavs/garb/en/LibriSpeech/train-clean-360/5261/19373/5261-19373-0063.flac,113407,136863
./wavs/garb/en/LibriSpeech/train-clean-360/829/123192/829-123192-0034.flac,99533,167403
./wavs/garb/cn/data_thchs30/data/A12_36.wav,53972,82891
./wavs/garb/en/LibriSpeech/train-clean-360/1552/141135/1552-141135-0006.flac,125658,188014
./wavs/garb/cn/data_thchs30/train/B15_345.wav,70779,156896
./wavs/garb/en/LibriSpeech/train-clean-360/5513/39476/5513-39476-0001.flac,80833,176722
