wav path,transcription,action,object,location,starting time,ending time
./wavs/speakers/EExgNZ9dvgTE3928/1e031e60-4611-11e9-bc65-55b32b211b66.wav,Decrease the heating in the bedroom,decrease,heat,bedroom,9104,31875
./wavs/speakers/EExgNZ9dvgTE3928/1f684c50-4614-11e9-bc65-55b32b211b66.wav,Turn down the temperature in the kitchen,decrease,heat,kitchen,12051,39041
./wavs/speakers/EExgNZ9dvgTE3928/21ca3880-4611-11e9-bc65-55b32b211b66.wav,Turn down the washroom temperature,decrease,heat,washroom,9762,48049
./wavs/speakers/EExgNZ9dvgTE3928/2273e930-4615-11e9-bc65-55b32b211b66.wav,Set my phone's language to Chinese,change language,Chinese,none,10151,47476
./wavs/speakers/EExgNZ9dvgTE3928/22b665e0-4614-11e9-bc65-55b32b211b66.wav,Turn the kitchen temperature down,decrease,heat,kitchen,9313,35247
./wavs/speakers/EExgNZ9dvgTE3928/24b43910-4611-11e9-bc65-55b32b211b66.wav,Turn the temperature down in the washroom,decrease,heat,washroom,6461,34538
./wavs/speakers/EExgNZ9dvgTE3928/26bab010-4614-11e9-bc65-55b32b211b66.wav,Turn down the heat in the kitchen,decrease,heat,kitchen,11218,35085
./wavs/speakers/EExgNZ9dvgTE3928/26c47ea0-4615-11e9-bc65-55b32b211b66.wav,Set my phone's language to German,change language,German,none,4218,29990
./wavs/speakers/EExgNZ9dvgTE3928/27a18a70-4610-11e9-bc65-55b32b211b66.wav,Decrease volume,decrease,volume,none,8153,24954
./wavs/speakers/EExgNZ9dvgTE3928/28965540-4611-11e9-bc65-55b32b211b66.wav,Turn down the heat in the washroom,decrease,heat,washroom,8742,34857
./wavs/speakers/EExgNZ9dvgTE3928/29795ae0-4614-11e9-bc65-55b32b211b66.wav,Turn the heat down in the kitchen,decrease,heat,kitchen,8220,35781
./wavs/speakers/EExgNZ9dvgTE3928/29e40e20-4615-11e9-bc65-55b32b211b66.wav,Set my phone's language to Korean,change language,Korean,none,10080,36374
./wavs/speakers/EExgNZ9dvgTE3928/2b81dc70-4611-11e9-bc65-55b32b211b66.wav,Turn the heat down in the washroom,decrease,heat,washroom,11663,36470
./wavs/speakers/EExgNZ9dvgTE3928/2bbe8cc0-4610-11e9-bc65-55b32b211b66.wav,Turn volume down,decrease,volume,none,9356,34686
./wavs/speakers/EExgNZ9dvgTE3928/2c0c0920-4613-11e9-bc65-55b32b211b66.wav,Increase the volume,increase,volume,none,9356,28719
./wavs/speakers/EExgNZ9dvgTE3928/2c3a2890-4614-11e9-bc65-55b32b211b66.wav,Kitchen heat down,decrease,heat,kitchen,11971,28207
./wavs/speakers/EExgNZ9dvgTE3928/2d7050e0-460f-11e9-bc65-55b32b211b66.wav,Turn off the music,deactivate,music,none,6368,23543
./wavs/speakers/EExgNZ9dvgTE3928/2e7b4980-4615-11e9-bc65-55b32b211b66.wav,Set my phone's language to English,change language,English,none,5749,37597
./wavs/speakers/EExgNZ9dvgTE3928/2e8a08d0-4610-11e9-bc65-55b32b211b66.wav,Turn sound down,decrease,volume,none,8100,25672
./wavs/speakers/EExgNZ9dvgTE3928/2ee3afa0-4612-11e9-bc65-55b32b211b66.wav,Volume up,increase,volume,none,12755,27837
./wavs/speakers/EExgNZ9dvgTE3928/2f5ec120-4614-11e9-bc65-55b32b211b66.wav,Decrease the temperature in the kitchen,decrease,heat,kitchen,9356,33387
./wavs/speakers/EExgNZ9dvgTE3928/302b7940-460f-11e9-bc65-55b32b211b66.wav,Stop the music,deactivate,music,none,4052,20324
./wavs/speakers/EExgNZ9dvgTE3928/32701fd0-4614-11e9-bc65-55b32b211b66.wav,Decrease the heating in the kitchen,decrease,heat,kitchen,6521,30011
./wavs/speakers/EExgNZ9dvgTE3928/32c6c820-4610-11e9-bc65-55b32b211b66.wav,Decrease audio volume,decrease,volume,none,14986,39762
./wavs/speakers/EExgNZ9dvgTE3928/32e86f00-4612-11e9-bc65-55b32b211b66.wav,Turn up the volume,increase,volume,none,13733,38268
./wavs/speakers/EExgNZ9dvgTE3928/33a58800-4613-11e9-bc65-55b32b211b66.wav,Increase the sound,increase,volume,none,5156,20295
./wavs/speakers/EExgNZ9dvgTE3928/351a98a0-460f-11e9-bc65-55b32b211b66.wav,Put on the music,activate,music,none,6634,26967
./wavs/speakers/EExgNZ9dvgTE3928/358db050-4610-11e9-bc65-55b32b211b66.wav,Reduce audio volume,decrease,volume,none,9240,28982
./wavs/speakers/EExgNZ9dvgTE3928/35a1c2a0-4612-11e9-bc65-55b32b211b66.wav,Turn the volume up,increase,volume,none,13779,31095
./wavs/speakers/EExgNZ9dvgTE3928/365b63c0-4614-11e9-bc65-55b32b211b66.wav,Turn down the temperature in the bedroom,decrease,heat,bedroom,11927,55885
./wavs/speakers/EExgNZ9dvgTE3928/376958b0-4611-11e9-bc65-55b32b211b66.wav,Washroom heat down,decrease,heat,washroom,10634,26407
./wavs/speakers/EExgNZ9dvgTE3928/3a5a21f0-460f-11e9-bc65-55b32b211b66.wav,Start the music,activate,music,none,7090,25311
./wavs/speakers/EExgNZ9dvgTE3928/3c24e4f0-4611-11e9-bc65-55b32b211b66.wav,Turn down the bathroom temperature,decrease,heat,washroom,21789,52855
./wavs/speakers/EExgNZ9dvgTE3928/3c267620-4612-11e9-bc65-55b32b211b66.wav,Turn down the volume,decrease,volume,none,12450,30547
./wavs/speakers/EExgNZ9dvgTE3928/3c92b760-4610-11e9-bc65-55b32b211b66.wav,Volume mute,decrease,volume,none,9045,22337
./wavs/speakers/EExgNZ9dvgTE3928/3d34c6f0-4614-11e9-bc65-55b32b211b66.wav,Turn down the bedroom heat,decrease,heat,bedroom,10039,32139
./wavs/speakers/EExgNZ9dvgTE3928/3eedbe60-4610-11e9-bc65-55b32b211b66.wav,Lower the volume,decrease,volume,none,8351,24736
./wavs/speakers/EExgNZ9dvgTE3928/40289d70-4612-11e9-bc65-55b32b211b66.wav,Turn the volume down,decrease,volume,none,11750,31587
./wavs/speakers/EExgNZ9dvgTE3928/414bfce0-4614-11e9-bc65-55b32b211b66.wav,Turn the bedroom heat down,decrease,heat,bedroom,13767,40756
./wavs/speakers/EExgNZ9dvgTE3928/4193b110-4610-11e9-bc65-55b32b211b66.wav,Volume lower,decrease,volume,none,10956,25501
./wavs/speakers/EExgNZ9dvgTE3928/41d7f090-4611-11e9-bc65-55b32b211b66.wav,Turn down the heat in the bathroom,decrease,heat,washroom,6784,30650
./wavs/speakers/EExgNZ9dvgTE3928/42fe52b0-4612-11e9-bc65-55b32b211b66.wav,Make the music softer,decrease,volume,none,11134,33444
./wavs/speakers/EExgNZ9dvgTE3928/43b0bd50-4613-11e9-bc65-55b32b211b66.wav,Turn the sound up,increase,volume,none,10501,23466
./wavs/speakers/EExgNZ9dvgTE3928/44495b30-4610-11e9-bc65-55b32b211b66.wav,Decrease the volume,decrease,volume,none,3441,19658
./wavs/speakers/EExgNZ9dvgTE3928/44748d10-4614-11e9-bc65-55b32b211b66.wav,Bedroom heat down,decrease,heat,bedroom,13349,30469
./wavs/speakers/EExgNZ9dvgTE3928/45d31300-4611-11e9-bc65-55b32b211b66.wav,Turn the heat down in the bathroom,decrease,heat,washroom,9764,34299
./wavs/speakers/EExgNZ9dvgTE3928/47414c30-4615-11e9-bc65-55b32b211b66.wav,Turn the washroom lights off,deactivate,lights,washroom,14747,38209
./wavs/speakers/EExgNZ9dvgTE3928/48465590-4614-11e9-bc65-55b32b211b66.wav,Decrease the temperature in the bedroom,decrease,heat,bedroom,8987,33402
./wavs/speakers/EExgNZ9dvgTE3928/4958de60-4611-11e9-bc65-55b32b211b66.wav,Decrease the temperature in the bathroom,decrease,heat,washroom,7539,32739
./wavs/speakers/EExgNZ9dvgTE3928/4b270750-4614-11e9-bc65-55b32b211b66.wav,Decrease the heating in the bedroom,decrease,heat,bedroom,10082,33865
./wavs/speakers/EExgNZ9dvgTE3928/4d7125c0-4611-11e9-bc65-55b32b211b66.wav,Decrease the heating in the bathroom,decrease,heat,washroom,10464,33364
./wavs/speakers/EExgNZ9dvgTE3928/50c70780-4611-11e9-bc65-55b32b211b66.wav,Bathroom heat down,decrease,heat,washroom,8003,24484
./wavs/speakers/EExgNZ9dvgTE3928/534c52d0-4611-11e9-bc65-55b32b211b66.wav,Pause music,deactivate,music,none,9575,23334
./wavs/speakers/EExgNZ9dvgTE3928/55d60af0-4611-11e9-bc65-55b32b211b66.wav,Stop music,deactivate,music,none,8894,23507
./wavs/speakers/EExgNZ9dvgTE3928/582a9430-460f-11e9-bc65-55b32b211b66.wav,Turn on the kitchen lights,activate,lights,kitchen,7712,41214
./wavs/speakers/EExgNZ9dvgTE3928/59ff61f0-4614-11e9-bc65-55b32b211b66.wav,Turn down the heat in the washroom,decrease,heat,washroom,7876,30313
./wavs/speakers/EExgNZ9dvgTE3928/5a33e6d0-4611-11e9-bc65-55b32b211b66.wav,Play music,activate,music,none,10104,22672
./wavs/speakers/EExgNZ9dvgTE3928/5b471670-460f-11e9-bc65-55b32b211b66.wav,Switch on the kitchen lights,activate,lights,kitchen,6293,31928
./wavs/speakers/EExgNZ9dvgTE3928/5c149840-4612-11e9-bc65-55b32b211b66.wav,Turn off the music,deactivate,music,none,8194,25212
./wavs/speakers/EExgNZ9dvgTE3928/5c79df30-4611-11e9-bc65-55b32b211b66.wav,Resume music,activate,music,none,8705,25964
./wavs/speakers/EExgNZ9dvgTE3928/5e6936a0-4612-11e9-bc65-55b32b211b66.wav,Stop the music,deactivate,music,none,7231,24791
./wavs/speakers/EExgNZ9dvgTE3928/5f66d7e0-460f-11e9-bc65-55b32b211b66.wav,Turn the lights on in the kitchen,activate,lights,kitchen,10897,40628
./wavs/speakers/EExgNZ9dvgTE3928/5f843900-4611-11e9-bc65-55b32b211b66.wav,Bring me the newspaper,bring,newspaper,none,10300,31759
./wavs/speakers/EExgNZ9dvgTE3928/6003b750-4613-11e9-bc65-55b32b211b66.wav,Decrease audio volume,decrease,volume,none,9265,28358
./wavs/speakers/EExgNZ9dvgTE3928/628e3d50-4614-11e9-bc65-55b32b211b66.wav,Decrease the temperature in the washroom,decrease,heat,washroom,6057,37800
./wavs/speakers/EExgNZ9dvgTE3928/62d4f530-4612-11e9-bc65-55b32b211b66.wav,Put on the music,activate,music,none,10719,26536
./wavs/speakers/EExgNZ9dvgTE3928/63c245f0-4613-11e9-bc65-55b32b211b66.wav,Reduce audio volume,decrease,volume,none,11061,30789
./wavs/speakers/EExgNZ9dvgTE3928/642e8730-4611-11e9-bc65-55b32b211b66.wav,Get me the newspaper,bring,newspaper,none,10276,35117
./wavs/speakers/EExgNZ9dvgTE3928/652acc10-4612-11e9-bc65-55b32b211b66.wav,Play the music,activate,music,none,8509,24326
./wavs/speakers/EExgNZ9dvgTE3928/65d2fa50-460f-11e9-bc65-55b32b211b66.wav,Lights on in the kitchen,activate,lights,kitchen,6078,27459
./wavs/speakers/EExgNZ9dvgTE3928/662fce10-4614-11e9-bc65-55b32b211b66.wav,Decrease the heating in the washroom,decrease,heat,washroom,9576,31339
./wavs/speakers/EExgNZ9dvgTE3928/6771d5e0-4612-11e9-bc65-55b32b211b66.wav,Start the music,activate,music,none,6898,21137
./wavs/speakers/EExgNZ9dvgTE3928/67ff8c60-4611-11e9-bc65-55b32b211b66.wav,Bring the newspaper,bring,newspaper,none,12685,32656
./wavs/speakers/EExgNZ9dvgTE3928/68e6a2f0-460f-11e9-bc65-55b32b211b66.wav,Kitchen lights on,activate,lights,kitchen,6145,25163
./wavs/speakers/EExgNZ9dvgTE3928/68ff41c0-4614-11e9-bc65-55b32b211b66.wav,Washroom heat down,decrease,heat,washroom,14191,29407
./wavs/speakers/EExgNZ9dvgTE3928/6b79fb30-4613-11e9-bc65-55b32b211b66.wav,Volume mute,decrease,volume,none,9873,25814
./wavs/speakers/EExgNZ9dvgTE3928/6c97d930-4611-11e9-bc65-55b32b211b66.wav,Bring newspaper,bring,newspaper,none,9153,25634
./wavs/speakers/EExgNZ9dvgTE3928/6d149530-460f-11e9-bc65-55b32b211b66.wav,Switch the kitchen lights on,activate,lights,kitchen,4862,29192
./wavs/speakers/EExgNZ9dvgTE3928/6d7e8850-4614-11e9-bc65-55b32b211b66.wav,Turn down the bathroom temperature,decrease,heat,washroom,11935,41173
./wavs/speakers/EExgNZ9dvgTE3928/6df61ec0-4613-11e9-bc65-55b32b211b66.wav,Lower the volume,decrease,volume,none,9457,27680
./wavs/speakers/EExgNZ9dvgTE3928/6fc1a1e0-4611-11e9-bc65-55b32b211b66.wav,Go get the newspaper,bring,newspaper,none,13958,35070
./wavs/speakers/EExgNZ9dvgTE3928/705f7a70-460f-11e9-bc65-55b32b211b66.wav,Turn the kitchen lights on,activate,lights,kitchen,4651,27845
./wavs/speakers/EExgNZ9dvgTE3928/71c6fce0-4613-11e9-bc65-55b32b211b66.wav,Volume lower,decrease,volume,none,16257,32169
./wavs/speakers/EExgNZ9dvgTE3928/72564bf0-4610-11e9-bc65-55b32b211b66.wav,Turn up the temperature in the kitchen,increase,heat,kitchen,12275,57917
./wavs/speakers/EExgNZ9dvgTE3928/72817dd0-4614-11e9-bc65-55b32b211b66.wav,Turn the temperature down in the bathroom,decrease,heat,washroom,15740,44334
./wavs/speakers/EExgNZ9dvgTE3928/74944db0-4613-11e9-bc65-55b32b211b66.wav,Decrease the volume,decrease,volume,none,8461,25996
./wavs/speakers/EExgNZ9dvgTE3928/7528f720-4614-11e9-bc65-55b32b211b66.wav,Turn down the heat in the bathroom,decrease,heat,washroom,9323,30313
./wavs/speakers/EExgNZ9dvgTE3928/76813b80-4611-11e9-bc65-55b32b211b66.wav,Bring me some juice,bring,juice,none,9240,33360
./wavs/speakers/EExgNZ9dvgTE3928/78f780c0-4613-11e9-bc65-55b32b211b66.wav,Decrease sound levels,decrease,volume,none,1466,25700
./wavs/speakers/EExgNZ9dvgTE3928/79281890-4611-11e9-bc65-55b32b211b66.wav,Get me some juice,bring,juice,none,7949,27192
./wavs/speakers/EExgNZ9dvgTE3928/79288660-4614-11e9-bc65-55b32b211b66.wav,Turn the heat down in the bathroom,decrease,heat,washroom,13101,37822
./wavs/speakers/EExgNZ9dvgTE3928/7a453dd0-4610-11e9-bc65-55b32b211b66.wav,Increase the temperature in the kitchen,increase,heat,kitchen,8200,37967
./wavs/speakers/EExgNZ9dvgTE3928/7bcae8e0-460f-11e9-bc65-55b32b211b66.wav,Switch on the lights in the bedroom,activate,lights,bedroom,6408,35816
./wavs/speakers/EExgNZ9dvgTE3928/7cd716d0-4611-11e9-bc65-55b32b211b66.wav,Bring some juice,bring,juice,none,9492,34707
./wavs/speakers/EExgNZ9dvgTE3928/7e4e42f0-4610-11e9-bc65-55b32b211b66.wav,Increase the heating in the kitchen,increase,heat,kitchen,8231,34931
./wavs/speakers/EExgNZ9dvgTE3928/7ee39a90-460f-11e9-bc65-55b32b211b66.wav,Switch the bedroom lights on,activate,lights,bedroom,7733,31032
./wavs/speakers/EExgNZ9dvgTE3928/8023c970-4614-11e9-bc65-55b32b211b66.wav,Decrease the temperature in the bathroom,decrease,heat,washroom,9983,37164
./wavs/speakers/EExgNZ9dvgTE3928/815911f0-4610-11e9-bc65-55b32b211b66.wav,Turn up the heat in the kitchen,increase,heat,kitchen,11924,34813
./wavs/speakers/EExgNZ9dvgTE3928/826423e0-4611-11e9-bc65-55b32b211b66.wav,Go get me some juice,bring,juice,none,10713,29782
./wavs/speakers/EExgNZ9dvgTE3928/8466a340-4614-11e9-bc65-55b32b211b66.wav,Decrease the heating in the bathroom,decrease,heat,washroom,12602,44910
./wavs/speakers/EExgNZ9dvgTE3928/84f16900-4612-11e9-bc65-55b32b211b66.wav,Switch on the kitchen lights,activate,lights,kitchen,10512,40291
./wavs/speakers/EExgNZ9dvgTE3928/85b20140-460f-11e9-bc65-55b32b211b66.wav,Bedroom lights on,activate,lights,bedroom,5581,25388
./wavs/speakers/EExgNZ9dvgTE3928/862a53a0-4611-11e9-bc65-55b32b211b66.wav,Bring me my socks,bring,socks,none,13450,32241
./wavs/speakers/EExgNZ9dvgTE3928/871807a0-4614-11e9-bc65-55b32b211b66.wav,Bathroom heat down,decrease,heat,washroom,9471,26754
./wavs/speakers/EExgNZ9dvgTE3928/87ea2180-4610-11e9-bc65-55b32b211b66.wav,Kitchen heat up,increase,heat,kitchen,12371,28085
./wavs/speakers/EExgNZ9dvgTE3928/88deec50-4611-11e9-bc65-55b32b211b66.wav,Get me my socks,bring,socks,none,7524,22514
./wavs/speakers/EExgNZ9dvgTE3928/89660890-460f-11e9-bc65-55b32b211b66.wav,Turn on the washroom lights,activate,lights,washroom,5473,36096
./wavs/speakers/EExgNZ9dvgTE3928/898cb120-4614-11e9-bc65-55b32b211b66.wav,Pause music,deactivate,music,none,10964,24600
./wavs/speakers/EExgNZ9dvgTE3928/8c278040-4614-11e9-bc65-55b32b211b66.wav,Stop music,deactivate,music,none,8672,24763
./wavs/speakers/EExgNZ9dvgTE3928/8e001830-4611-11e9-bc65-55b32b211b66.wav,Bring my socks,bring,socks,none,14082,29539
./wavs/speakers/EExgNZ9dvgTE3928/8fb6ac60-4612-11e9-bc65-55b32b211b66.wav,Lights on in the kitchen,activate,lights,kitchen,6494,25411
./wavs/speakers/EExgNZ9dvgTE3928/90871130-4611-11e9-bc65-55b32b211b66.wav,Go get me my socks,bring,socks,none,7762,28838
./wavs/speakers/EExgNZ9dvgTE3928/90af4490-460f-11e9-bc65-55b32b211b66.wav,Switch on the washroom lights,activate,lights,washroom,10873,40598
./wavs/speakers/EExgNZ9dvgTE3928/92341d90-4614-11e9-bc65-55b32b211b66.wav,Play music,activate,music,none,13955,28932
./wavs/speakers/EExgNZ9dvgTE3928/92e80ba0-4611-11e9-bc65-55b32b211b66.wav,Fetch my socks,bring,socks,none,11227,26108
./wavs/speakers/EExgNZ9dvgTE3928/94290c90-4610-11e9-bc65-55b32b211b66.wav,Turn up the bedroom heat,increase,heat,bedroom,12355,38175
./wavs/speakers/EExgNZ9dvgTE3928/949cd270-460f-11e9-bc65-55b32b211b66.wav,Lights on in the washroom,activate,lights,washroom,12039,33066
./wavs/speakers/EExgNZ9dvgTE3928/9549e910-4614-11e9-bc65-55b32b211b66.wav,Resume music,activate,music,none,9964,26018
./wavs/speakers/EExgNZ9dvgTE3928/957c2400-4611-11e9-bc65-55b32b211b66.wav,Bring me my shoes,bring,shoes,none,9815,30600
./wavs/speakers/EExgNZ9dvgTE3928/978e9b30-460f-11e9-bc65-55b32b211b66.wav,Washroom lights on,activate,lights,washroom,8026,28341
./wavs/speakers/EExgNZ9dvgTE3928/97c434b0-4610-11e9-bc65-55b32b211b66.wav,Turn the bedroom heat up,increase,heat,bedroom,9454,49643
./wavs/speakers/EExgNZ9dvgTE3928/97d84700-4612-11e9-bc65-55b32b211b66.wav,Turn the kitchen lights on,activate,lights,kitchen,4815,20579
./wavs/speakers/EExgNZ9dvgTE3928/99ece440-4614-11e9-bc65-55b32b211b66.wav,Bring me the newspaper,bring,newspaper,none,10006,35377
./wavs/speakers/EExgNZ9dvgTE3928/9a8ef800-4611-11e9-bc65-55b32b211b66.wav,Bring shoes,bring,shoes,none,9402,20487
./wavs/speakers/EExgNZ9dvgTE3928/9ba50dd0-460f-11e9-bc65-55b32b211b66.wav,Turn on the bathroom lights,activate,lights,washroom,9894,40790
./wavs/speakers/EExgNZ9dvgTE3928/9d302fc0-4611-11e9-bc65-55b32b211b66.wav,Bring my shoes,bring,shoes,none,9666,25534
./wavs/speakers/EExgNZ9dvgTE3928/9e9e3420-4610-11e9-bc65-55b32b211b66.wav,Increase the temperature in the bedroom,increase,heat,bedroom,8511,33018
./wavs/speakers/EExgNZ9dvgTE3928/9f165f70-4612-11e9-bc65-55b32b211b66.wav,Turn the bedroom lights on,activate,lights,bedroom,10401,31553
./wavs/speakers/EExgNZ9dvgTE3928/9f437800-4614-11e9-bc65-55b32b211b66.wav,Bring the newspaper,bring,newspaper,none,10846,28461
./wavs/speakers/EExgNZ9dvgTE3928/a05600d0-4611-11e9-bc65-55b32b211b66.wav,Go get me my shoes,bring,shoes,none,6721,25858
./wavs/speakers/EExgNZ9dvgTE3928/a1809390-4610-11e9-bc65-55b32b211b66.wav,Increase the heating in the bedroom,increase,heat,bedroom,10089,33034
./wavs/speakers/EExgNZ9dvgTE3928/a1b69ae0-4614-11e9-bc65-55b32b211b66.wav,Bring newspaper,bring,newspaper,none,11568,28160
./wavs/speakers/EExgNZ9dvgTE3928/a211c520-4612-11e9-bc65-55b32b211b66.wav,Switch on the lights in the bedroom,activate,lights,bedroom,8038,30081
./wavs/speakers/EExgNZ9dvgTE3928/a2b0a7c0-4613-11e9-bc65-55b32b211b66.wav,Turn up the temperature in the kitchen,increase,heat,kitchen,11778,36005
./wavs/speakers/EExgNZ9dvgTE3928/a3014ab0-4611-11e9-bc65-55b32b211b66.wav,Fetch my shoes,bring,shoes,none,10895,26465
./wavs/speakers/EExgNZ9dvgTE3928/a4878010-4612-11e9-bc65-55b32b211b66.wav,Switch the bedroom lights on,activate,lights,bedroom,7813,26837
./wavs/speakers/EExgNZ9dvgTE3928/a5afc180-4614-11e9-bc65-55b32b211b66.wav,Go get the newspaper,bring,newspaper,none,11731,32515
./wavs/speakers/EExgNZ9dvgTE3928/a5d23310-4613-11e9-bc65-55b32b211b66.wav,Turn the kitchen temperature up,increase,heat,kitchen,11733,34038
./wavs/speakers/EExgNZ9dvgTE3928/a5ea7d60-4610-11e9-bc65-55b32b211b66.wav,Turn up the washroom temperature,increase,heat,washroom,12959,44457
./wavs/speakers/EExgNZ9dvgTE3928/a868ee10-4614-11e9-bc65-55b32b211b66.wav,Fetch the newspaper,bring,newspaper,none,10480,29186
./wavs/speakers/EExgNZ9dvgTE3928/a8b0de70-4612-11e9-bc65-55b32b211b66.wav,Lights on in the bedroom,activate,lights,bedroom,10613,41768
./wavs/speakers/EExgNZ9dvgTE3928/ab888f80-4612-11e9-bc65-55b32b211b66.wav,Bedroom lights on,activate,lights,bedroom,10905,26517
./wavs/speakers/EExgNZ9dvgTE3928/ac4abc20-4614-11e9-bc65-55b32b211b66.wav,Bring me some juice,bring,juice,none,7704,32566
./wavs/speakers/EExgNZ9dvgTE3928/ac87de70-460f-11e9-bc65-55b32b211b66.wav,Lights on in the bathroom,activate,lights,washroom,6202,25907
./wavs/speakers/EExgNZ9dvgTE3928/ad2a8a40-4613-11e9-bc65-55b32b211b66.wav,Increase the heating in the kitchen,increase,heat,kitchen,10600,33853
./wavs/speakers/EExgNZ9dvgTE3928/aea96970-4610-11e9-bc65-55b32b211b66.wav,Turn up the heat in the washroom,increase,heat,washroom,12171,36466
./wavs/speakers/EExgNZ9dvgTE3928/af2f3e70-4614-11e9-bc65-55b32b211b66.wav,Get me some juice,bring,juice,none,18669,36191
./wavs/speakers/EExgNZ9dvgTE3928/af432de0-460f-11e9-bc65-55b32b211b66.wav,Bathroom lights on,activate,lights,washroom,7170,26050
./wavs/speakers/EExgNZ9dvgTE3928/afe3d350-4612-11e9-bc65-55b32b211b66.wav,Turn on the washroom lights,activate,lights,washroom,10816,41717
./wavs/speakers/EExgNZ9dvgTE3928/b1d8d010-4613-11e9-bc65-55b32b211b66.wav,Turn up the heat in the kitchen,increase,heat,kitchen,20021,54874
./wavs/speakers/EExgNZ9dvgTE3928/b21372a0-4614-11e9-bc65-55b32b211b66.wav,Bring some juice,bring,juice,none,13205,29222
./wavs/speakers/EExgNZ9dvgTE3928/b2da08e0-4612-11e9-bc65-55b32b211b66.wav,Turn the washroom lights on,activate,lights,washroom,9571,29188
./wavs/speakers/EExgNZ9dvgTE3928/b39db8f0-4610-11e9-bc65-55b32b211b66.wav,Turn the heat up in the washroom,increase,heat,washroom,11331,33814
./wavs/speakers/EExgNZ9dvgTE3928/b5f8b890-4613-11e9-bc65-55b32b211b66.wav,Turn the heat up in the kitchen,increase,heat,kitchen,12910,38036
./wavs/speakers/EExgNZ9dvgTE3928/b62159c0-4614-11e9-bc65-55b32b211b66.wav,Bring juice,bring,juice,none,18545,37851
./wavs/speakers/EExgNZ9dvgTE3928/b636c870-4612-11e9-bc65-55b32b211b66.wav,Switch on the washroom lights,activate,lights,washroom,6753,44300
./wavs/speakers/EExgNZ9dvgTE3928/b65f22e0-4610-11e9-bc65-55b32b211b66.wav,Washroom heat up,increase,heat,washroom,9741,24640
./wavs/speakers/EExgNZ9dvgTE3928/b8b8c2f0-4613-11e9-bc65-55b32b211b66.wav,Kitchen heat up,increase,heat,kitchen,12290,29347
./wavs/speakers/EExgNZ9dvgTE3928/ba232fc0-4610-11e9-bc65-55b32b211b66.wav,Increase the temperature in the washroom,increase,heat,washroom,8620,34805
./wavs/speakers/EExgNZ9dvgTE3928/bbad2e50-4614-11e9-bc65-55b32b211b66.wav,Bring me my socks,bring,socks,none,7796,26371
./wavs/speakers/EExgNZ9dvgTE3928/bbcf4730-4612-11e9-bc65-55b32b211b66.wav,Washroom lights on,activate,lights,washroom,6919,24906
./wavs/speakers/EExgNZ9dvgTE3928/bbf02030-4613-11e9-bc65-55b32b211b66.wav,Turn up the temperature in the bedroom,increase,heat,bedroom,12078,42286
./wavs/speakers/EExgNZ9dvgTE3928/bd3b1e20-4610-11e9-bc65-55b32b211b66.wav,Increase the heating in the washroom,increase,heat,washroom,10323,35021
./wavs/speakers/EExgNZ9dvgTE3928/bdfa1dd0-460f-11e9-bc65-55b32b211b66.wav,Switch off the lights in the kitchen,deactivate,lights,kitchen,7321,35450
./wavs/speakers/EExgNZ9dvgTE3928/bf63cdb0-4614-11e9-bc65-55b32b211b66.wav,Get me my socks,bring,socks,none,9574,29307
./wavs/speakers/EExgNZ9dvgTE3928/c108a0e0-4610-11e9-bc65-55b32b211b66.wav,Turn up the bathroom temperature,increase,heat,washroom,10231,35403
./wavs/speakers/EExgNZ9dvgTE3928/c13b6620-460f-11e9-bc65-55b32b211b66.wav,Switch the lights off in the kitchen,deactivate,lights,kitchen,5820,33395
./wavs/speakers/EExgNZ9dvgTE3928/c2fd0160-4611-11e9-bc65-55b32b211b66.wav,Set language to Chinese,change language,Chinese,none,8951,33088
./wavs/speakers/EExgNZ9dvgTE3928/c35a78c0-4613-11e9-bc65-55b32b211b66.wav,Turn up the bedroom heat,increase,heat,bedroom,11535,31977
./wavs/speakers/EExgNZ9dvgTE3928/c5b877e0-4611-11e9-bc65-55b32b211b66.wav,Set language to German,change language,German,none,8232,28415
./wavs/speakers/EExgNZ9dvgTE3928/c5e781b0-4612-11e9-bc65-55b32b211b66.wav,Switch on the bathroom lights,activate,lights,washroom,9454,35468
./wavs/speakers/EExgNZ9dvgTE3928/c7211db0-4613-11e9-bc65-55b32b211b66.wav,Turn the bedroom heat up,increase,heat,bedroom,11327,29015
./wavs/speakers/EExgNZ9dvgTE3928/c839dd80-460f-11e9-bc65-55b32b211b66.wav,Kitchen lights off,deactivate,lights,kitchen,9201,26013
./wavs/speakers/EExgNZ9dvgTE3928/c96923d0-4611-11e9-bc65-55b32b211b66.wav,Set language to Korean,change language,Korean,none,4862,25897
./wavs/speakers/EExgNZ9dvgTE3928/ca021300-4612-11e9-bc65-55b32b211b66.wav,Lights on in the bathroom,activate,lights,washroom,13611,38239
./wavs/speakers/EExgNZ9dvgTE3928/cac5ed50-4614-11e9-bc65-55b32b211b66.wav,Fetch my socks,bring,socks,none,8886,24620
./wavs/speakers/EExgNZ9dvgTE3928/cc0a29f0-4610-11e9-bc65-55b32b211b66.wav,Turn the heat up in the bathroom,increase,heat,washroom,11229,39026
./wavs/speakers/EExgNZ9dvgTE3928/cc5ab060-460f-11e9-bc65-55b32b211b66.wav,Turn off the lights in the bedroom,deactivate,lights,bedroom,11233,35451
